Station Number,Standard Route Identifier,Mile Marker,Latitude,Longitude,County Code,Municipal Code,County,Municipality,Annual Average Daily Traffic,Annual Average Daily Traffic North/East (See Direction Field),Annual Average Daily Traffic South/West (See Direction Field),Year,Station Type,Direction
14mc02,00000579__,32.6,40.6216139,-75.0247222,10,1025,Hunterdon,Union Twp,2212,1088,1124,01/01/2016,major,North/South
162018,20000617__,4.2,40.65206607,-74.27883917,20,2014,Union,Roselle Boro,7257,3403,3854,01/01/2016,Classification 48hrs,North/South
14mc03,18011002__,0.02,40.6851722,-74.7217417,18,1801,Somerset,Bedminster Twp,1303,690,613,01/01/2016,major,North/South
090135,00000559__,13.8,39.447918,-74.7184,1,112,Atlantic,Hamilton Twp,9430,4754,4676,01/01/2016,Classification 48hrs,North/South
14mc03,18011002__,0.02,40.6851722,-74.7217417,18,1801,Somerset,Bedminster Twp,1176,628,548,01/01/2016,major,North/South
162024,20000619__,5.25,40.69968561,-74.26587043,20,2019,Union,Union Twp,9909,4767,5142,01/01/2016,Classification 48hrs,North/South
140701,00000577__,8.54,40.809053,-74.246173,7,722,Essex,West Orange Twp,23585,11865,11720,01/01/2016,major,North/South
162022,20000649S_,0.1,40.73701244,-74.36883469,20,2018,Union,Summit City,9336,5286,4050,01/01/2016,Classification 48hrs,North/South
2-5-316,00000021__,9.61,40.827837,-74.122391,16,1602,Passaic,Clifton City,44672,20673,23999,01/01/2016,Volume 48hrs,North/South
1-8-460,18000620__,0.93,40.63384722,-74.6907833,18,1801,Somerset,Bedminster Twp,2721,1236,1485,01/01/2016,Volume 48hrs,East/West
14mc01,00000012__,4.99,40.5115361,-74.9759639,10,1016,Hunterdon,Kingwood Twp,6961,3481,3480,01/01/2016,major,East/West
10s002,00000022__,40.24,40.5875722,-74.5055417,18,1809,Somerset,Green Brook Twp,45094,22270,22824,01/01/2016,Volume 48hrs,East/West
14mc01,00000012__,4.99,40.5115361,-74.9759639,10,1016,Hunterdon,Kingwood Twp,7885,3881,4004,01/01/2016,major,East/West
121503,15000620__,3.09,40.01636623,-74.16133501,15,1507,Ocean,Toms River Twp,15078,7977,7101,01/01/2016,Classification 48hrs,East/West
14mc03,18011002__,0.02,40.6851722,-74.7217417,18,1801,Somerset,Bedminster Twp,967,522,445,01/01/2016,major,North/South
162125,00000519__,55.54,40.96980739,-74.86259988,21,2106,Warren,Frelinghuysen Twp,725,370,355,01/01/2016,Classification 48hrs,North/South
14mc03,18011002__,0.02,40.6851722,-74.7217417,18,1801,Somerset,Bedminster Twp,1046,560,486,01/01/2016,major,North/South
160501,00000009__,2.01,38.973287,-74.931772,5,505,Cape May,Lower Twp,6983,3094,3889,01/01/2016,Classification 48hrs,North/South
14mc01,00000012__,4.99,40.5115361,-74.9759639,10,1016,Hunterdon,Kingwood Twp,7454,3684,3770,01/01/2016,major,East/West
160805,00000322__,11.56,39.73816318,-75.21308562,8,808,Gloucester,Harrison Twp,13534,6737,6797,01/01/2016,Volume 48hrs,East/West
14mc03,18011002__,0.02,40.6851722,-74.7217417,18,1801,Somerset,Bedminster Twp,1331,712,619,01/01/2016,major,North/South
090141,00000563__,0.08,39.32887598,-74.50433941,1,116,Atlantic,Margate City,5539,2802,2737,01/01/2016,7 days volume,North/South
111412,14000610__,0.48,40.80308796,-74.36776694,14,1410,Morris,East Hanover Twp,13908,8320,5588,01/01/2016,Volume 48hrs,East/West
121994,00000094__,26.2,41.09196327,-74.71034118,19,1913,Sussex,Lafayette Twp,10086,4968,5118,01/01/2016,Classification 48hrs,North/South
111413,14000611__,0.51,40.83253085,-74.34210701,14,1410,Morris,East Hanover Twp,11011,5286,5725,01/01/2016,Volume 48hrs,East/West
4d5c909,00000531__,5.54,40.581733,-74.393228,12,1222,Middlesex,South Plainfield Boro,15236,7488,7748,01/01/2016,Classification 48hrs,North/South
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,4824,2438,2386,01/01/2016,major,East/West
162128,21000616__,2,40.905311,-75.040645,21,2113,Warren,Knowlton Twp,528,263,265,01/01/2016,Classification 48hrs,North/South
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,5293,2626,2667,01/01/2016,major,East/West
m16802,00000322__,48.02,39.46274,-74.675314,1,112,Atlantic,Hamilton Twp,21484,10759,10725,01/01/2016,Volume 48hrs,East/West
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,5294,2677,2617,01/01/2016,major,East/West
121987,00000023__,32.94,41.11886437,-74.58040661,19,1906,Sussex,Franklin Boro,23895,11858,12037,01/01/2016,Volume 48hrs,North/South
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,4972,2454,2518,01/01/2016,major,East/West
5-6-050,00000031__,14.15,40.3984333,-74.8491833,10,1026,Hunterdon,West Amwell Twp,23376,11348,12028,01/01/2016,Classification 48hrs,North/South
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,4872,2440,2432,01/01/2016,major,East/West
6-8-519,13011016__,0.06,40.23596915,-73.99925393,13,1301,Monmouth,Allenhurst Boro,1187,558,629,01/01/2016,Classification 48hrs,East/West
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,4809,2365,2444,01/01/2016,major,East/West
080601,00000049__,37.61,39.39363495,-75.01450678,6,610,Cumberland,Millville City,11554,5917,5637,01/01/2016,Classification 48hrs,East/West
160732,07000647__,0.13,40.78627369,-74.15989454,7,701,Essex,Belleville Twp,8229,4041,4188,01/01/2016,Classification 48hrs,North/South
6-0-440,15072500__,0.08,39.9479667,-74.1328639,15,1507,Ocean,Toms River Twp,170,104,66,01/01/2016,Classification 48hrs,East/West
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,4687,2325,2362,01/01/2016,major,East/West
5c6p603,00000064__,0.09,40.3186583,-74.6205278,11,1113,Mercer,West Windsor Twp,15335,7772,7563,01/01/2016,Classification 48hrs,North/South
14mc05,12000625__,5.07,40.3347944,-74.4404278,12,1213,Middlesex,Monroe Twp,6072,2926,3146,01/01/2016,major,North/South
121598,15060044__,0.5,40.0737194,-74.1387972,15,1506,Ocean,Brick Twp,314,115,199,01/01/2016,Classification 48hrs,North/South
14mc05,12000625__,5.07,40.3347944,-74.4404278,12,1213,Middlesex,Monroe Twp,6089,2999,3090,01/01/2016,major,North/South
7-4-704,08181318__,1.8,39.7532179,-75.03662108,8,818,Gloucester,Washington Twp,2334,1199,1135,01/01/2016,Volume 48hrs,North/South
130318,03000646__,2.03,39.92766902,-74.60271405,3,329,Burlington,Pemberton Twp,3316,1666,1650,01/01/2016,Volume 48hrs,North/South
121996,00000094__,33.81,41.14035638,-74.601164,19,1911,Sussex,Hardyston Twp,13436,6606,6830,01/01/2016,Classification 48hrs,North/South
14mc05,12000625__,5.07,40.3347944,-74.4404278,12,1213,Middlesex,Monroe Twp,7187,3539,3648,01/01/2016,major,North/South
161918,19000645__,3.63,41.26334943,-74.80157696,19,1917,Sussex,Sandyston Twp,489,236,253,01/01/2016,Classification 48hrs,North/South
14mc05,12000625__,5.07,40.3347944,-74.4404278,12,1213,Middlesex,Monroe Twp,7550,3716,3834,01/01/2016,major,North/South
160725,00000527__,84.37,40.87274918,-74.2451544,7,715,Essex,North Caldwell Boro,6813,3174,3639,01/01/2016,Volume 48hrs,North/South
4-5-405,00000535__,12.35,40.29515503,-74.54050202,12,1202,Middlesex,Cranbury Twp,6859,3608,3251,01/01/2016,Volume 48hrs,North/South
160507,00000050__,6.71,39.29109277,-74.75360853,5,511,Cape May,Upper Twp,8773,4232,4541,01/01/2016,Volume 48hrs,North/South
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,4342,2133,2209,01/01/2016,major,East/West
090209,02051081__,0.09,40.84179134,-74.10042454,2,205,Bergen,Carlstadt Boro,7788,4398,3390,01/01/2016,Classification 48hrs,North/South
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,4404,2132,2272,01/01/2016,major,East/West
160319,03000602__,1.15,40.0035615,-75.01708536,3,327,Burlington,Palmyra Boro,1740,799,941,01/01/2016,Volume 48hrs,East/West
160626,06000767__,2.48,39.33105436,-75.02616994,6,602,Cumberland,Commercial Twp,1596,826,770,01/01/2016,Volume 48hrs,East/West
160311,00000528__,9.14,40.07732401,-74.57839405,3,326,Burlington,North Hanover Twp,2520,1286,1234,01/01/2016,Volume 48hrs,East/West
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,4552,2212,2340,01/01/2016,major,East/West
160343,03131375__,0.23,39.911282,-74.943685,3,313,Burlington,Evesham Twp,3698,1633,2065,01/01/2016,Volume 48hrs,North/South
14ms2a,08000639__,2.28,39.73592822,-75.09107107,8,818,Gloucester,Washington Twp,4719,2323,2396,01/01/2016,major,East/West
160305,00000068__,1.81,40.04191504,-74.64507502,3,334,Burlington,Springfield Twp,4726,2360,2366,01/01/2016,Volume 48hrs,North/South
14ms3a,00000540__,16.88,39.51401802,-75.32996217,17,1711,Salem,Quinton Twp,1819,916,903,01/01/2016,major,East/West
160642,06000658__,1.17,39.48860755,-75.18768026,6,613,Cumberland,Upper Deerfield Twp,2222,1089,1133,01/01/2016,Volume 48hrs,East/West
14ms3a,00000540__,16.88,39.51401802,-75.32996217,17,1711,Salem,Quinton Twp,1840,900,940,01/01/2016,major,East/West
1-8-257,14341260__,2.54,40.86926173,-74.50538304,14,1408,Morris,Denville Twp,3201,1020,2181,01/01/2016,Volume 48hrs,East/West
14ms3a,00000540__,16.88,39.51401802,-75.32996217,17,1711,Salem,Quinton Twp,1878,945,933,01/01/2016,major,East/West
160618,06000647__,5.29,39.478486,-75.327264,6,612,Cumberland,Stow Creek Twp,444,221,223,01/01/2016,Volume 48hrs,East/West
160502,00000009__,12.89,39.08543907,-74.82087002,5,506,Cape May,Middle Twp,14844,7342,7502,01/01/2016,7 days volume,North/South
090214,00000502__,15.03,40.9980862,-74.06770416,2,266,Bergen,Washington Twp,20071,10796,9275,01/01/2016,Volume 48hrs,East/West
111221,12000610__,1,40.424926,-74.528575,12,1221,Middlesex,South Brunswick Twp,8721,4647,4074,01/01/2016,Volume 48hrs,East/West
160611,06000624__,4.24,39.48971,-75.285152,6,607,Cumberland,Hopewell Twp,191,100,91,01/01/2016,Volume 48hrs,East/West
130319,03291185__,0.91,39.95455603,-74.51007804,3,329,Burlington,Pemberton Twp,140,68,72,01/01/2016,Volume 48hrs,North/South
8-4-212,00000009__,12,39.07416822,-74.82816397,5,506,Cape May,Middle Twp,13613,7235,6378,01/01/2016,Classification 48hrs,North/South
091821,00000533__,19.05,40.4286861,-74.6275778,18,1813,Somerset,Montgomery Twp,7707,4085,3622,01/01/2016,7 days volume,North/South
160636,06000708__,2.97,39.324024,-75.019069,6,602,Cumberland,Commercial Twp,1764,924,840,01/01/2016,Volume 48hrs,East/West
111222,12000610__,2.58,40.406031,-74.517089,12,1221,Middlesex,South Brunswick Twp,15167,7825,7342,01/01/2016,Volume 48hrs,East/West
160634,06000694__,0.81,39.464933,-75.268631,6,607,Cumberland,Hopewell Twp,469,244,225,01/01/2016,Volume 48hrs,East/West
130321,00000532__,5.76,39.84458103,-74.70330609,3,335,Burlington,Tabernacle Twp,2904,1483,1421,01/01/2016,Volume 48hrs,East/West
160320,03000612__,1.66,39.93497005,-74.91095603,3,324,Burlington,Mount Laurel Twp,6885,3895,2990,01/01/2016,7 days volume,North/South
14ms3a,00000540__,16.88,39.51401802,-75.32996217,17,1711,Salem,Quinton Twp,2001,1005,996,01/01/2016,major,East/West
160506,00000047__,17.82,39.18440945,-74.81983909,5,504,Cape May,Dennis Twp,17776,8922,8854,01/01/2016,Classification 48hrs,North/South
00017B,00000017__,22.9,41.063753,-74.127653,2,248,Bergen,Ramsey Boro,96996,50482,46514,01/01/2016,Weigh in Motion,North/South
160809,08000602__,4.29,39.718258,-75.340273,8,824,Gloucester,Woolwich Twp,2845,1399,1446,01/01/2016,Volume 48hrs,East/West
160323,03000623__,2.79,39.88472809,-74.82843007,3,320,Burlington,Medford Twp,9681,4946,4735,01/01/2016,7 days volume,North/South
8-4-511,05000603__,4.6,39.01568457,-74.93791923,5,505,Cape May,Lower Twp,14230,7182,7048,01/01/2016,Classification 48hrs,North/South
130325,00000542__,11.3,39.62462515,-74.60981088,3,336,Burlington,Washington Twp,2283,1165,1118,01/01/2016,Volume 48hrs,East/West
161422,14000655__,0.27,40.92286554,-74.3427572,14,1421,Morris,Montville Twp,6992,4781,2211,01/01/2016,Volume 48hrs,North/South
14mc03,18011002__,0.02,40.6851722,-74.7217417,18,1801,Somerset,Bedminster Twp,1116,572,544,01/01/2016,major,North/South
090216,00000502__,19.45,40.9789731,-73.99024106,2,224,Bergen,Harrington Park Boro,17970,9290,8680,01/01/2016,Volume 48hrs,East/West
14mc03,18011002__,0.02,40.6851722,-74.7217417,18,1801,Somerset,Bedminster Twp,1148,617,531,01/01/2016,major,North/South
160821,00000042__,11.12,39.826634,-75.084302,8,802,Gloucester,Deptford Twp,103217,47055,56162,01/01/2016,Volume 48hrs,North/South
15ms4a,00000347__,6,39.26735477,-74.93759313,6,609,Cumberland,Maurice River Twp,11764,6107,5657,01/01/2016,major,North/South
160324,03000624__,1.05,40.04719901,-74.93377002,3,309,Burlington,Delanco Twp,2789,1342,1447,01/01/2016,7 days volume,East/West
160505,00000047__,8.28,39.06977425,-74.89707207,5,506,Cape May,Middle Twp,10948,5530,5418,01/01/2016,7 days volume,North/South
160332,03000654__,1.2,39.61013103,-74.43482706,3,301,Burlington,Bass River Twp,722,409,313,01/01/2016,7 days volume,North/South
15ms4a,00000347__,6,39.26735477,-74.93759313,6,609,Cumberland,Maurice River Twp,10357,5314,5043,01/01/2016,major,North/South
161712,17000648__,4.87,39.64907203,-75.20847805,17,1714,Salem,Upper Pittsgrove Twp,774,389,385,01/01/2016,Volume 48hrs,North/South
15ms4a,00000347__,6,39.26735477,-74.93759313,6,609,Cumberland,Maurice River Twp,9544,4913,4631,01/01/2016,major,North/South
162126,00000182__,0.65,40.8443087,-74.82411803,21,2108,Warren,Hackettstown Town,16213,7253,8960,01/01/2016,Volume 48hrs,North/South
15ms1a,00000009__,18.07,39.14355328,-74.76533518,5,504,Cape May,Dennis Twp,8672,4508,4164,01/01/2016,major,North/South
8-4-621,01171047__,0.62,39.6401761,-74.69868923,1,117,Atlantic,Mullica Twp,278,142,136,01/01/2016,Classification 48hrs,North/South
15ms1a,00000009__,18.07,39.14355328,-74.76533518,5,504,Cape May,Dennis Twp,8805,4614,4191,01/01/2016,major,North/South
000094,00000094__,33.8,41.14292,-74.59918,19,1911,Sussex,Hardyston Twp,11479,5685,5794,01/01/2016,Weigh in Motion,North/South
15ms1a,00000009__,18.07,39.14355328,-74.76533518,5,504,Cape May,Dennis Twp,10189,5243,4946,01/01/2016,major,North/South
121332,13000012__,1.13,40.365125,-74.0705722,13,1331,Monmouth,Middletown Twp,9944,4925,5019,01/01/2016,Volume 48hrs,East/West
15ms1a,00000009__,18.07,39.14355328,-74.76533518,5,504,Cape May,Dennis Twp,9873,5117,4756,01/01/2016,major,North/South
1-8-522,19000618__,2.18,41.02191141,-74.77837479,19,1907,Sussex,Fredon Twp,5145,2412,2733,01/01/2016,7 days volume,East/West
15ms5a,01000646__,6.82,39.40043167,-74.50291186,1,119,Atlantic,Pleasantville City,18940,9494,9446,01/01/2016,major,East/West
090217,00000503__,1.72,40.83539618,-74.05190207,2,237,Bergen,Moonachie Boro,17847,8429,9418,01/01/2016,Classification 48hrs,North/South
15ms5a,01000646__,6.82,39.40043167,-74.50291186,1,119,Atlantic,Pleasantville City,18921,9464,9457,01/01/2016,major,East/West
5-4-403,00000533__,10.17,40.316717,-74.684467,11,1110,Mercer,Princeton Twp,8224,4541,3683,01/01/2016,Volume 48hrs,North/South
14mc03,18011002__,0.02,40.6851722,-74.7217417,18,1801,Somerset,Bedminster Twp,1286,677,609,01/01/2016,major,North/South
1-4-327,00000031__,44.95,40.787792,-74.971779,21,2122,Warren,Washington Twp,10446,5228,5218,01/01/2016,Classification 48hrs,North/South
15ms5a,01000646__,6.82,39.40043167,-74.50291186,1,119,Atlantic,Pleasantville City,21163,10655,10508,01/01/2016,major,East/West
090218,00000503__,4.21,40.8666484,-74.03751404,2,223,Bergen,Hackensack City,16847,8107,8740,01/01/2016,Volume 48hrs,North/South
15ms5a,01000646__,6.82,39.40043167,-74.50291186,1,119,Atlantic,Pleasantville City,22143,11148,10995,01/01/2016,major,East/West
161405,14000636__,0.47,40.75316199,-74.44392702,14,1405,Morris,Chatham Twp,7151,3542,3609,01/01/2016,7 days volume,East/West
15ms5a,01000646__,6.82,39.40043167,-74.50291186,1,119,Atlantic,Pleasantville City,22590,11376,11214,01/01/2016,major,East/West
00031C,00000031__,40.8,40.73051,-74.97398,21,2122,Warren,Washington Twp,18685,9327,9358,01/01/2016,Weigh in Motion,North/South
15ms5a,01000646__,6.82,39.40043167,-74.50291186,1,119,Atlantic,Pleasantville City,22419,11142,11277,01/01/2016,major,East/West
110133,01000651__,8.59,39.399725,-74.552601,1,108,Atlantic,Egg Harbor Twp,15489,6977,8512,01/01/2016,Volume 48hrs,North/South
15ms5a,01000646__,6.82,39.40043167,-74.50291186,1,119,Atlantic,Pleasantville City,20018,10029,9989,01/01/2016,major,East/West
1-8-598,00000094__,45.58,41.23196758,-74.43012504,19,1922,Sussex,Vernon Twp,6099,3001,3098,01/01/2016,Volume 48hrs,North/South
15ms5a,01000646__,6.82,39.40043167,-74.50291186,1,119,Atlantic,Pleasantville City,20673,10736,9937,01/01/2016,major,East/West
161408,14000647__,0.64,40.720891,-74.40291,14,1405,Morris,Chatham Twp,10746,5111,5635,01/01/2016,Classification 48hrs,North/South
15ms5a,01000646__,6.82,39.40043167,-74.50291186,1,119,Atlantic,Pleasantville City,20897,10504,10393,01/01/2016,major,East/West
161101,00000029__,14.65,40.318281,-74.907338,11,1106,Mercer,Hopewell Twp,11607,5543,6064,01/01/2016,Volume 48hrs,North/South
15ms5a,01000646__,6.82,39.40043167,-74.50291186,1,119,Atlantic,Pleasantville City,20186,10114,10072,01/01/2016,major,East/West
091921,00000565__,15.92,41.24054242,-74.50935903,19,1922,Sussex,Vernon Twp,1750,884,866,01/01/2016,Classification 48hrs,North/South
110834,08000636__,0.49,39.653998,-75.098332,8,801,Gloucester,Clayton Boro,2001,1011,990,01/01/2016,Volume 48hrs,East/West
161407,14000647__,0.11,40.7147924,-74.40739102,14,1405,Morris,Chatham Twp,13282,6478,6804,01/01/2016,Classification 48hrs,North/South
110930,09061749__,0.02,40.73876917,-74.05023291,9,906,Hudson,Jersey City,6314,4071,2243,01/01/2016,Volume 48hrs,North/South
5-4-419,00000528__,3.99,40.12082562,-74.6465461,3,307,Burlington,Chesterfield Twp,4415,2171,2244,01/01/2016,Classification 48hrs,East/West
1-8-759,19011007__,0.06,40.98632683,-74.74287152,19,1901,Sussex,Andover Boro,679,597,82,01/01/2016,Volume 48hrs,North/South
161406,14000638__,5.29,40.71400149,-74.41946604,14,1405,Morris,Chatham Twp,6512,3365,3147,01/01/2016,Classification 48hrs,North/South
160234,02000075__,3.62,41.03151536,-74.09783344,2,258,Bergen,Saddle River Boro,11579,5685,5894,01/01/2016,7 days volume,North/South
1-8-591,00000094__,40,41.190469,-74.512123,19,1922,Sussex,Vernon Twp,11437,5807,5630,01/01/2016,7 days volume,East/West
110925,09061725__,0.26,40.73168554,-74.0730076,9,906,Hudson,Jersey City,10603,5320,5283,01/01/2016,Volume 48hrs,North/South
091922,00000565__,5.29,41.18026851,-74.65599703,19,1924,Sussex,Wantage Twp,7680,3818,3862,01/01/2016,Classification 48hrs,North/South
160302,00000038__,9.72,39.96750972,-74.90820677,3,324,Burlington,Mount Laurel Twp,56657,26146,30511,01/01/2016,Volume 48hrs,East/West
16c063,00000035__B205350,0,40.52896,-74.27635,12,1216,Middlesex,Perth Amboy City,,,7336,01/01/2016,Volume 48hrs,West
160306,00000068__,7.14,40.10636502,-74.69607805,3,318,Burlington,Mansfield Twp,10930,4940,5990,01/01/2016,Volume 48hrs,North/South
00057A,00000057__,3.5,40.71008,-75.10112,21,2107,Warren,Greenwich Twp,9504,4763,4741,01/01/2016,Weigh in Motion,East/West
160337,03000664__,1.4,40.10595,-74.594142,3,326,Burlington,North Hanover Twp,1890,848,1042,01/01/2016,Volume 48hrs,East/West
092006,00000509__,7.35,40.69075117,-74.23643136,20,2007,Union,Hillside Twp,12156,6251,5905,01/01/2016,Volume 48hrs,North/South
160509,00000550S_,0.59,39.22148895,-74.90866896,5,504,Cape May,Dennis Twp,93,41,52,01/01/2016,Volume 48hrs,East/West
2-4-105,00000080__,61.31,40.903562,-74.118053,2,211,Bergen,Elmwood Park Boro,132717,69035,63682,01/01/2016,Volume 48hrs,East/West
160310,00000206__,36.54,40.15540307,-74.70022402,3,304,Burlington,Bordentown Twp,19646,10346,9300,01/01/2016,Classification 48hrs,North/South
2-4-108,00000080__,67.57,40.866063,-74.023364,2,204,Bergen,Bogota Boro,160760,79082,81678,01/01/2016,Volume 48hrs,East/West
130426,00000446__,41.23,39.744,-75.01868,4,415,Camden,Gloucester Twp,50001,25146,24855,01/01/2016,Volume 48hrs,East/West
00287C,00000287__,5.5,40.557924,-74.429259,12,1222,Middlesex,South Plainfield Boro,114015,57011,57004,01/01/2016,Weigh in Motion,North/South
160309,00000206__,15.12,39.85217,-74.733642,3,335,Burlington,Tabernacle Twp,13990,6959,7031,01/01/2016,7 days volume,North/South
5-4-504,11000615__,1.03,40.3129861,-74.6037028,11,1113,Mercer,West Windsor Twp,6059,2933,3126,01/01/2016,Volume 48hrs,East/West
